departure location: 39-715 or 734-949
departure station: 30-152 or 160-959
departure platform: 34-780 or 798-955
departure track: 32-674 or 699-952
departure date: 38-55 or 74-952
departure time: 45-533 or 547-970
arrival location: 27-168 or 191-969
arrival station: 43-585 or 599-953
arrival platform: 40-831 or 837-961
arrival track: 37-293 or 301-974
class: 40-89 or 112-950
duration: 25-600 or 625-970
price: 45-318 or 341-954
route: 40-898 or 912-968
row: 38-872 or 881-958
seat: 37-821 or 831-958
train: 26-343 or 365-956
type: 37-857 or 872-960
wagon: 36-425 or 445-972
zone: 44-270 or 286-967

your ticket:
223,139,211,131,113,197,151,193,127,53,89,167,227,79,163,199,191,83,137,149

nearby tickets:
649,669,116,341,816,410,776,496,725,647,853,163,397,449,557,554,492,523,384,526
818,472,885,771,224,139,250,511,670,784,940,142,584,891,646,889,651,311,83,747
374,576,228,459,86,901,648,497,486,509,496,500,270,524,668,399,702,114,370,455
706,50,769,854,498,477,651,265,890,256,160,279,777,518,463,776,872,737,312,809
184,706,920,238,55,625,55,215,752,584,398,379,767,762,197,890,526,700,576,490
495,392,211,801,137,753,658,575,663,281,112,126,599,661,222,710,667,566,942,51
86,551,296,745,653,846,478,572,388,671,517,770,660,521,642,289,120,837,406,925
122,240,150,521,218,614,409,672,210,372,473,216,565,468,160,669,140,848,134,470
215,915,217,85,407,497,815,367,798,949,527,167,712,824,250,768,819,460,703,641
491,842,666,315,919,499,479,503,820,464,856,244,916,996,408,929,770,948,146,88
914,420,726,890,454,699,293,258,420,516,525,817,839,391,818,492,222,139,449,801
574,282,223,668,509,943,499,164,948,525,508,643,365,229,445,389,450,563,760,421
160,762,588,756,811,522,842,924,668,405,750,380,701,209,205,375,265,756,574,267
805,669,629,244,938,597,884,456,302,260,851,218,634,575,919,758,304,804,937,579
654,502,663,535,138,582,734,946,779,85,815,670,516,734,149,490,306,86,740,161
777,201,249,470,947,69,941,245,805,380,570,128,549,449,926,933,378,249,674,269
267,390,452,205,231,454,490,269,906,232,415,223,121,653,840,193,488,942,577,238
652,454,487,141,138,251,705,371,926,936,265,526,701,572,630,664,302,602,467,626
743,656,219,566,667,183,420,246,421,513,559,76,120,674,767,816,949,661,736,811
235,126,416,259,507,51,655,234,882,806,483,762,478,609,894,701,392,668,919,407
656,89,773,763,754,529,665,654,924,209,568,229,893,896,225,666,714,258,902,468
779,415,372,248,719,501,531,564,577,386,288,224,654,286,661,401,912,581,759,117
752,86,243,469,82,315,857,883,818,599,888,937,231,413,733,571,799,666,140,498
85,767,147,933,649,653,143,777,80,214,713,577,995,266,410,377,195,54,756,380
66,489,479,301,582,883,815,658,81,654,745,779,738,848,123,54,780,772,660,379
820,167,244,857,203,250,198,461,818,936,23,120,578,136,80,379,775,666,627,311
244,475,204,259,294,814,79,915,527,660,142,711,893,343,259,806,772,917,850,773
673,234,82,145,408,393,597,192,384,53,452,305,768,459,772,798,742,840,818,143
563,211,664,656,751,18,627,138,470,922,819,316,86,408,513,547,86,227,715,471
577,288,388,786,264,629,376,315,74,872,450,139,526,626,310,51,631,946,129,569
915,781,707,262,248,890,54,671,661,659,248,53,842,424,564,769,626,201,629,368
822,851,765,168,412,578,268,77,378,912,932,133,849,150,872,382,580,842,934,569
164,483,365,468,994,710,509,86,135,558,218,424,266,259,937,760,493,138,566,553
491,940,143,237,51,668,304,390,369,265,580,920,525,56,221,949,701,779,759,130
217,83,240,135,212,473,197,368,74,810,234,501,200,220,449,364,126,578,670,527
939,586,630,249,941,928,210,851,756,150,398,380,214,937,80,146,526,896,810,492
246,648,129,886,769,520,280,412,480,945,460,502,913,884,489,815,234,240,814,777
753,776,308,715,514,303,481,523,914,132,801,404,932,897,378,130,662,358,412,574
896,400,581,201,476,465,552,765,577,199,233,257,512,509,551,630,930,233,982,134
311,942,372,886,471,398,629,920,241,307,290,820,560,465,295,559,737,397,512,922
335,135,577,502,737,886,752,77,531,208,707,479,211,705,641,512,401,251,55,223
750,775,196,357,52,313,499,471,314,148,657,556,203,193,883,238,776,715,803,506
450,872,934,870,453,579,881,529,412,674,125,485,918,526,460,562,508,200,773,81
449,765,816,719,918,770,748,567,113,304,654,857,454,932,558,219,74,114,599,831
455,77,156,82,267,290,564,625,202,269,161,657,262,634,509,850,501,389,519,714
586,413,113,194,750,891,499,255,451,231,927,141,798,704,531,131,414,745,511,211
694,266,226,468,374,490,699,944,302,921,530,743,946,459,486,671,168,88,483,240
672,132,516,453,459,891,919,598,139,895,390,402,416,227,573,640,230,893,851,199
402,255,539,310,521,305,262,367,201,377,847,53,515,413,388,477,922,847,708,221
